informe,comunidad autónoma,dosis Pfizer,dosis Pfizer pediátrica,dosis Moderna,dosis AstraZeneca,dosis Janssen,dosis entregadas,dosis administradas,% sobre entregadas,personas con al menos una dosis,personas con pauta completa,% pautas incompletas,personas con dosis adicionales,última vacuna registrada
20/12/2021,Canarias,2.503.770,54.000,624.700,455.800,133.650,3.771.920,3.602.020,"95,5%",1.719.847,1.658.359,"3,58%",398.024,19/12/2021
20/12/2021,Cantabria,844.305,18.000,122.900,125.200,22.200,1.132.605,1.080.688,"95,4%",496.291,481.532,"2,97%",146.984,19/12/2021
20/12/2021,Castilla y León,3.867.399,54.000,611.570,466.170,97.620,5.096.759,4.620.236,"90,7%",2.034.798,1.988.579,"2,27%",823.565,18/12/2021
20/12/2021,Castilla - La Mancha,2.531.745,60.000,581.270,382.100,93.735,3.648.850,3.552.132,"97,3%",1.642.645,1.577.827,"3,95%",500.421,19/12/2021
20/12/2021,Cataluña,8.569.700,234.000,2.654.900,1.514.300,375.750,13.348.650,12.949.433,"97,0%",6.182.032,5.961.124,"3,57%",1.551.649,19/12/2021
20/12/2021,C. Valenciana,6.256.180,150.000,1.543.650,863.900,213.125,9.026.855,8.853.794,"98,1%",4.175.525,4.051.811,"2,96%",1.085.884,19/12/2021
20/12/2021,Extremadura,1.464.233,30.000,231.770,185.400,49.265,1.960.668,1.998.309,"101,9%",912.985,889.281,"2,60%",286.159,19/12/2021
20/12/2021,Galicia,3.874.579,60.000,645.000,573.400,122.700,5.275.679,5.593.295,"106,0%",2.373.391,2.301.193,"3,04%",1.124.102,19/12/2021
20/12/2021,La Rioja,421.265,12.000,91.600,53.240,15.200,593.305,573.713,"96,7%",263.662,257.928,"2,17%",86.794,19/12/2021
20/12/2021,Madrid,8.228.535,204.000,1.970.800,1.222.100,321.450,11.946.885,11.416.348,"95,6%",5.466.656,5.298.888,"3,07%",1.359.511,19/12/2021
20/12/2021,Murcia,1.687.865,48.000,498.000,253.010,68.300,2.555.175,2.562.120,"100,3%",1.212.875,1.180.579,"2,66%",298.282,19/12/2021
20/12/2021,Navarra,804.525,18.000,176.500,136.600,23.750,1.159.375,1.176.431,"101,5%",540.956,526.341,"2,70%",176.905,19/12/2021
20/12/2021,País Vasco,2.842.920,60.000,642.900,444.200,101.300,4.091.320,4.009.115,"98,0%",1.851.302,1.796.686,"2,95%",598.589,19/12/2021
20/12/2021,Ceuta,97.920,6.000,22.270,18.100,3.935,148.225,129.767,"87,5%",64.770,60.970,"5,87%",12.073,19/12/2021
20/12/2021,Melilla,96.750,6.000,23.500,15.100,5.750,147.100,122.942,"83,6%",62.304,58.107,"6,74%",13.026,17/12/2021
20/12/2021,Fuerzas Armadas,48.138,0,58.300,103.800,2.000,212.238,208.956,"98,5%",95.248,89.105,"6,45%",31.356,17/12/2021
20/12/2021,Sanidad Exterior,0,0,5.830,0,4.440,10.270,7.990,"77,8%",6.139,5.791,"5,67%",13,17/12/2021
20/12/2021,Totales,59.068.299,1.374.000,13.739.560,9.051.120,2.150.655,85.383.634,83.502.561,"97,8%",39.010.695,37.791.863,"3,12%",11.071.984,
21/12/2021,Andalucía,10.486.800,264.000,2.119.500,1.537.200,333.500,14.741.000,14.910.570,"101,2%",7.079.078,6.823.210,"3,61%",1.760.787,20/12/2021
21/12/2021,Aragón,1.675.761,36.000,368.490,255.200,63.565,2.399.016,2.368.057,"98,7%",1.093.171,1.059.517,"3,08%",339.794,20/12/2021
21/12/2021,Asturias,1.447.025,24.000,341.040,220.900,43.000,2.075.965,2.041.850,"98,4%",889.809,868.526,"2,39%",357.210,20/12/2021
21/12/2021,Baleares,1.318.884,36.000,405.070,225.400,56.420,2.041.774,1.846.783,"90,4%",886.359,860.139,"2,96%",199.264,20/12/2021
21/12/2021,Canarias,2.503.770,54.000,624.700,455.800,133.650,3.771.920,3.622.292,"96,0%",1.724.362,1.658.971,"3,79%",413.179,20/12/2021
21/12/2021,Cantabria,844.305,18.000,127.900,125.200,22.200,1.137.605,1.087.367,"95,6%",496.927,481.695,"3,07%",152.863,20/12/2021
21/12/2021,Castilla y León,3.867.399,54.000,611.570,466.170,97.620,5.096.759,4.670.287,"91,6%",2.052.531,1.989.750,"3,06%",853.680,20/12/2021
21/12/2021,Castilla - La Mancha,2.531.745,60.000,631.270,382.100,93.735,3.698.850,3.565.043,"96,4%",1.643.295,1.577.970,"3,98%",512.049,20/12/2021
21/12/2021,Cataluña,8.569.700,234.000,2.654.900,1.514.300,375.750,13.348.650,12.949.433,"97,0%",6.182.032,5.961.121,"3,57%",1.551.649,19/12/2021
21/12/2021,C. Valenciana,6.256.180,150.000,1.543.650,863.900,213.125,9.026.855,8.901.761,"98,6%",4.177.432,4.051.837,"3,01%",1.130.610,20/12/2021
21/12/2021,Extremadura,1.464.233,30.000,231.770,185.400,49.265,1.960.668,2.008.793,"102,5%",917.352,889.298,"3,06%",292.134,20/12/2021
21/12/2021,Galicia,3.874.579,60.000,725.000,573.400,122.700,5.355.679,5.621.970,"105,0%",2.373.503,2.301.193,"3,05%",1.152.665,20/12/2021
21/12/2021,La Rioja,421.265,12.000,91.600,53.240,15.200,593.305,578.631,"97,5%",266.027,257.951,"3,04%",89.243,20/12/2021
21/12/2021,Madrid,8.228.535,204.000,1.970.800,1.222.100,321.450,11.946.885,11.490.299,"96,2%",5.476.422,5.298.888,"3,24%",1.423.696,20/12/2021
21/12/2021,Murcia,1.687.865,48.000,498.000,253.010,68.300,2.555.175,2.568.181,"100,5%",1.214.519,1.181.364,"2,73%",301.894,20/12/2021
21/12/2021,Navarra,822.075,18.000,176.500,136.600,23.750,1.176.925,1.181.986,"100,4%",542.410,526.427,"2,95%",180.787,20/12/2021
21/12/2021,País Vasco,2.842.920,60.000,642.900,444.200,101.300,4.091.320,4.024.289,"98,4%",1.856.447,1.797.269,"3,19%",608.057,20/12/2021
21/12/2021,Ceuta,97.920,6.000,22.270,18.100,3.935,148.225,130.225,"87,9%",64.918,61.005,"6,03%",12.349,20/12/2021
21/12/2021,Melilla,96.750,6.000,23.500,15.100,5.750,147.100,124.362,"84,5%",62.642,58.143,"7,18%",14.002,20/12/2021
21/12/2021,Fuerzas Armadas,48.138,0,58.300,103.800,2.000,212.238,208.925,"98,4%",95.248,89.105,"6,45%",31.325,17/12/2021
21/12/2021,Sanidad Exterior,0,0,5.830,0,4.440,10.270,8.025,"78,1%",6.174,5.791,"6,20%",13,20/12/2021
21/12/2021,Totales,59.085.849,1.374.000,13.874.560,9.051.120,2.150.655,85.536.184,83.909.129,"98,1%",39.100.658,37.799.170,"3,33%",11.377.250,
22/12/2021,Andalucía,10.486.800,264.000,2.119.500,1.537.200,333.500,14.741.000,14.910.598,"100,0%",7.079.079,6.823.190,"3,61%",1.760.813,20/12/2021
22/12/2021,Aragón,1.675.761,36.000,368.490,255.200,63.565,2.399.016,2.384.111,"99,4%",1.098.235,1.059.706,"3,51%",349.920,21/12/2021
22/12/2021,Asturias,1.447.025,24.000,341.040,220.900,43.000,2.075.965,2.052.705,"98,9%",892.757,868.554,"2,71%",364.967,21/12/2021
22/12/2021,Baleares,1.318.884,36.000,405.070,225.400,56.420,2.041.774,1.856.475,"90,9%",887.699,860.685,"3,04%",207.045,21/12/2021
22/12/2021,Canarias,2.503.770,54.000,624.700,455.800,133.650,3.771.920,3.644.703,"96,6%",1.728.546,1.659.577,"3,99%",430.782,21/12/2021
22/12/2021,Cantabria,844.305,18.000,127.900,125.200,22.200,1.137.605,1.094.764,"96,2%",497.638,481.893,"3,16%",159.362,21/12/2021
22/12/2021,Castilla y León,3.867.399,54.000,611.570,466.170,97.620,5.096.759,4.687.557,"92,0%",2.057.761,1.990.311,"3,28%",864.766,21/12/2021
22/12/2021,Castilla - La Mancha,2.531.745,60.000,631.270,382.100,93.735,3.698.850,3.599.034,"97,3%",1.677.280,1.577.977,"5,92%",512.048,20/12/2021
22/12/2021,Cataluña,8.569.700,234.000,2.654.900,1.514.300,375.750,13.348.650,13.120.713,"98,3%",6.208.207,5.964.249,"3,93%",1.691.116,21/12/2021
22/12/2021,C. Valenciana,6.256.180,150.000,1.543.650,863.900,213.125,9.026.855,9.001.236,"99,7%",4.221.844,4.052.320,"4,02%",1.183.848,21/12/2021
22/12/2021,Extremadura,1.464.233,30.000,231.770,185.400,49.265,1.960.668,2.034.295,"100,0%",926.968,889.466,"4,05%",307.486,21/12/2021
22/12/2021,Galicia,3.874.579,60.000,725.000,573.400,122.700,5.355.679,5.650.842,"100,0%",2.373.588,2.301.193,"3,05%",1.181.452,21/12/2021
22/12/2021,La Rioja,421.265,12.000,91.600,53.240,15.200,593.305,581.655,"98,0%",266.956,257.996,"3,36%",91.236,21/12/2021
22/12/2021,Madrid,8.228.535,204.000,1.970.800,1.222.100,321.450,11.946.885,11.600.917,"97,1%",5.486.338,5.298.888,"3,42%",1.524.398,21/12/2021
22/12/2021,Murcia,1.687.865,48.000,498.000,253.010,68.300,2.555.175,2.591.060,"100,0%",1.230.545,1.186.333,"3,59%",307.007,21/12/2021
22/12/2021,Navarra,822.075,18.000,176.500,136.600,23.750,1.176.925,1.188.180,"100,0%",544.259,526.442,"3,27%",184.962,21/12/2021
22/12/2021,País Vasco,2.842.920,60.000,642.900,444.200,101.300,4.091.320,4.044.595,"98,9%",1.862.179,1.798.518,"3,42%",621.454,21/12/2021
22/12/2021,Ceuta,97.920,6.000,22.270,18.100,3.935,148.225,131.149,"88,5%",65.205,61.028,"6,41%",12.944,21/12/2021
22/12/2021,Melilla,96.750,6.000,23.500,15.100,5.750,147.100,125.700,"85,5%",62.921,58.189,"7,52%",14.976,21/12/2021
22/12/2021,Fuerzas Armadas,48.138,0,58.300,103.800,2.000,212.238,210.337,"99,1%",95.241,91.273,"4,17%",32.212,21/12/2021
22/12/2021,Sanidad Exterior,0,0,5.830,0,4.440,10.270,10.455,"100,0%",7.737,7.316,"5,44%",30,21/12/2021
22/12/2021,Totales,59.085.849,1.374.000,13.874.560,9.051.120,2.150.655,85.536.184,84.521.081,"98,81%",39.270.983,37.815.104,"3,71%",11.802.824,
23/12/2021,Andalucía,10.486.800,264.000,2.119.500,1.537.200,333.500,14.741.000,15.019.363,"100,00%",7.121.879,6.830.872,"4,09%",1.847.371,22/12/2021
23/12/2021,Aragón,1.675.761,36.000,368.490,255.200,63.565,2.399.016,2.393.809,"99,78%",1.102.541,1.060.410,"3,82%",363.252,22/12/2021
23/12/2021,Asturias,1.447.025,24.000,341.040,220.900,43.000,2.075.965,2.078.769,"100,00%",894.138,868.379,"2,88%",390.561,22/12/2021
23/12/2021,Baleares,1.318.884,36.000,405.070,225.400,56.420,2.041.774,1.863.408,"91,26%",890.343,862.502,"3,13%",211.677,22/12/2021
23/12/2021,Canarias,2.503.770,54.000,624.700,455.800,133.650,3.771.920,3.663.528,"97,13%",1.732.647,1.660.163,"4,18%",448.103,22/12/2021
23/12/2021,Cantabria,844.305,18.000,127.900,125.200,22.200,1.137.605,1.100.949,"96,78%",498.392,482.140,"3,26%",165.617,21/12/2021
23/12/2021,Castilla y León,3.867.399,54.000,611.570,466.170,97.620,5.096.759,4.703.243,"92,28%",2.063.589,1.991.039,"3,52%",875.645,22/12/2021
23/12/2021,Castilla - La Mancha,2.531.745,60.000,631.270,382.100,93.735,3.698.850,3.633.382,"98,23%",1.686.541,1.578.121,"6,43%",539.487,22/12/2021
23/12/2021,Cataluña,8.569.700,234.000,2.654.900,1.514.300,375.750,13.348.650,13.213.491,"98,99%",6.225.737,5.967.208,"4,15%",1.768.967,22/12/2021
23/12/2021,C. Valenciana,6.256.180,150.000,1.543.650,863.900,213.125,9.026.855,9.065.313,"100,00%",4.236.595,4.053.311,"4,33%",1.240.658,22/12/2021
23/12/2021,Extremadura,1.464.233,30.000,231.770,185.400,49.265,1.960.668,2.044.958,"100,00%",928.838,889.700,"4,21%",317.969,22/12/2021
23/12/2021,Galicia,3.874.579,60.000,725.000,573.400,122.700,5.355.679,5.672.075,"100,00%",2.377.811,2.301.193,"3,22%",1.210.002,22/12/2021
23/12/2021,La Rioja,421.265,12.000,91.600,53.240,15.200,593.305,582.547,"98,19%",267.365,258.029,"3,49%",92.825,22/12/2021
23/12/2021,Madrid,8.228.535,204.000,1.970.800,1.222.100,321.450,11.946.885,11.526.283,"96,48%",5.497.135,5.298.888,"3,61%",1.583.584,22/12/2021
23/12/2021,Murcia,1.687.865,48.000,498.000,253.010,68.300,2.555.175,2.602.625,"100,00%",1.236.955,1.186.713,"4,06%",312.033,22/12/2021
23/12/2021,Navarra,822.075,18.000,176.500,136.600,23.750,1.176.925,1.189.708,"100,00%",545.449,526.722,"3,43%",187.951,22/12/2021
23/12/2021,País Vasco,2.842.920,60.000,642.900,444.200,101.300,4.091.320,4.063.208,"99,31%",1.867.887,1.799.079,"3,68%",637.850,22/12/2021
23/12/2021,Ceuta,97.920,6.000,22.270,18.100,3.935,148.225,131.005,"88,38%",65.202,61.026,"6,40%",12.944,21/12/2021
23/12/2021,Melilla,96.750,6.000,23.500,15.100,5.750,147.100,126.113,"85,73%",63.096,58.213,"7,74%",15.773,22/12/2021
23/12/2021,Fuerzas Armadas,48.138,0,58.300,103.800,2.000,212.238,183.747,"86,58%",95.262,91.292,"4,17%",32.550,22/12/2021
23/12/2021,Sanidad Exterior,0,0,5.830,0,4.440,10.270,10.525,"100,00%",7.755,7.328,"5,51%",86,22/12/2021
23/12/2021,Totales,59.085.849,1.374.000,13.874.560,9.051.120,2.150.655,85.536.184,84.868.049,"99,22%",39.405.157,37.832.328,"3,99%",12.254.905,
27/12/2021,Andalucía,10.486.800,264.000,2.419.500,1.537.200,333.500,15.041.000,15.072.090,"100,00%",7.134.829,6.835.120,"4,20%",1.884.231,26/12/2021
27/12/2021,Aragón,1.675.761,36.000,368.490,255.200,63.565,2.399.016,2.411.825,"100,00%",1.106.427,1.061.770,"4,04%",376.050,26/12/2021
27/12/2021,Asturias,1.447.025,24.000,391.040,220.900,43.000,2.125.965,2.105.067,"99,02%",896.949,868.925,"3,12%",413.122,26/12/2021
27/12/2021,Baleares,1.318.884,36.000,467.070,225.400,56.420,2.103.774,1.872.577,"89,01%",891.887,862.951,"3,24%",218.813,25/12/2021
27/12/2021,Canarias,2.503.770,54.000,624.700,455.800,133.650,3.771.920,3.696.506,"98,00%",1.739.482,1.660.849,"4,52%",473.563,26/12/2021
27/12/2021,Cantabria,844.305,18.000,127.900,125.200,22.200,1.137.605,1.115.030,"98,02%",502.467,482.351,"4,00%",175.178,26/12/2021
27/12/2021,Castilla y León,3.867.393,54.000,611.570,466.170,95.310,5.094.443,4.722.853,"92,71%",2.070.798,1.991.851,"3,81%",884.916,26/12/2021
27/12/2021,Castilla - La Mancha,2.531.745,60.000,751.270,382.100,93.735,3.818.850,3.650.616,"95,59%",1.688.698,1.578.233,"6,54%",553.990,26/12/2021
27/12/2021,Cataluña,8.569.700,234.000,2.654.900,1.514.300,375.750,13.348.650,13.335.828,"99,90%",6.246.559,5.975.994,"4,33%",1.863.331,26/12/2021
27/12/2021,C. Valenciana,6.256.180,150.000,1.843.650,863.900,213.125,9.326.855,9.120.003,"97,78%",4.242.060,4.054.572,"4,42%",1.287.828,26/12/2021
27/12/2021,Extremadura,1.464.233,30.000,231.770,182.600,41.245,1.949.848,2.057.295,"100,00%",929.773,889.941,"4,28%",329.078,26/12/2021
27/12/2021,Galicia,3.874.579,60.000,760.000,573.400,122.700,5.390.679,5.709.724,"100,00%",2.380.184,2.301.193,"3,32%",1.245.549,24/12/2021
27/12/2021,La Rioja,421.265,12.000,91.600,53.240,15.200,593.305,585.031,"98,61%",267.991,258.027,"3,72%",94.642,24/12/2021
27/12/2021,Madrid,8.228.535,204.000,2.120.800,1.222.100,321.450,12.096.885,11.621.149,"96,07%",5.513.912,5.298.888,"3,90%",1.679.723,26/12/2021
27/12/2021,Murcia,1.687.865,48.000,498.000,253.010,68.300,2.555.175,2.615.171,"100,00%",1.243.676,1.187.421,"4,52%",317.337,26/12/2021
27/12/2021,Navarra,822.075,18.000,226.500,136.600,23.750,1.226.925,1.195.940,"97,47%",547.314,527.193,"3,68%",191.765,26/12/2021
27/12/2021,País Vasco,2.842.920,60.000,742.900,444.200,101.300,4.191.320,4.102.768,"97,89%",1.876.908,1.800.132,"4,09%",667.465,26/12/2021
27/12/2021,Ceuta,97.920,6.000,22.270,18.100,3.935,148.225,132.676,"89,51%",65.591,61.101,"6,85%",14.151,26/12/2021
27/12/2021,Melilla,96.750,6.000,23.500,15.100,5.750,147.100,126.973,"86,32%",63.253,58.249,"7,91%",16.450,23/12/2021
27/12/2021,Fuerzas Armadas,48.138,0,58.300,103.800,2.000,212.238,184.210,"86,79%",95.292,91.266,"4,22%",32.803,23/12/2021
27/12/2021,Sanidad Exterior,0,0,5.980,0,4.640,10.620,10.562,"99,45%",7.769,7.343,"5,48%",109,23/12/2021
27/12/2021,Totales,59.085.843,1.374.000,15.041.710,9.048.320,2.140.525,86.690.398,85.443.894,"98,56%",39.511.819,37.853.370,"4,20%",12.720.094,
28/12/2021,Andalucía,10.486.800,264.000,2.419.500,1.537.200,333.500,15.041.000,15.112.320,"100,00%",7.142.695,6.837.429,"4,27%",1.914.849,27/12/2021
28/12/2021,Aragón,1.675.761,36.000,368.490,255.200,63.565,2.399.016,2.420.266,"100,00%",1.108.569,1.061.789,"4,22%",382.189,27/12/2021
28/12/2021,Asturias,1.447.025,24.000,391.040,220.900,43.000,2.125.965,2.116.880,"99,57%",897.567,868.750,"3,21%",424.286,27/12/2021
28/12/2021,Baleares,1.318.884,36.000,467.070,225.400,56.420,2.103.774,1.883.542,"89,53%",893.409,863.454,"3,35%",227.704,27/12/2021
28/12/2021,Canarias,2.503.770,54.000,624.700,455.800,133.650,3.771.920,3.718.963,"98,60%",1.743.970,1.661.338,"4,74%",491.071,27/12/2021
28/12/2021,Cantabria,844.305,18.000,127.900,125.200,22.200,1.137.605,1.120.915,"98,53%",503.156,482.472,"4,11%",180.271,27/12/2021
28/12/2021,Castilla y León,3.867.393,54.000,611.570,466.170,95.310,5.094.443,4.741.803,"93,08%",2.072.821,1.991.868,"3,91%",901.460,27/12/2021
28/12/2021,Castilla - La Mancha,2.531.745,60.000,751.270,382.100,93.735,3.818.850,3.650.714,"95,60%",1.688.732,1.578.318,"6,54%",553.995,26/12/2021
28/12/2021,Cataluña,8.569.700,234.000,2.654.900,1.514.300,375.750,13.348.650,13.402.899,"100,00%",6.260.894,5.977.735,"4,52%",1.913.260,27/12/2021
28/12/2021,C. Valenciana,6.256.180,150.000,1.843.650,863.900,213.125,9.326.855,9.165.110,"98,27%",4.242.107,4.054.572,"4,42%",1.333.155,27/12/2021
28/12/2021,Extremadura,1.464.233,30.000,231.770,182.600,41.245,1.949.848,2.063.589,"100,00%",929.895,889.940,"4,30%",335.199,27/12/2021
28/12/2021,Galicia,3.874.579,60.000,760.000,573.400,122.700,5.390.679,5.739.539,"100,00%",2.380.203,2.301.193,"3,32%",1.275.484,27/12/2021
28/12/2021,La Rioja,421.265,12.000,91.600,53.240,15.200,593.305,587.340,"98,99%",268.693,258.004,"3,98%",96.211,27/12/2021
28/12/2021,Madrid,8.228.535,204.000,2.120.800,1.222.100,321.450,12.096.885,11.680.929,"96,56%",5.527.087,5.298.888,"4,13%",1.735.669,27/12/2021
28/12/2021,Murcia,1.687.865,48.000,498.000,253.010,68.300,2.555.175,2.625.069,"100,00%",1.245.609,1.187.576,"4,66%",325.122,27/12/2021
28/12/2021,Navarra,822.075,18.000,226.500,136.600,23.750,1.226.925,1.200.028,"97,81%",548.236,527.142,"3,85%",194.889,27/12/2021
28/12/2021,País Vasco,2.842.920,60.000,742.900,444.200,101.300,4.191.320,4.121.803,"98,34%",1.881.296,1.800.494,"4,30%",681.621,27/12/2021
28/12/2021,Ceuta,97.920,6.000,22.270,18.100,3.935,148.225,133.271,"89,91%",65.700,61.111,"6,98%",14.626,27/12/2021
28/12/2021,Melilla,96.750,6.000,23.500,15.100,5.750,147.100,127.878,"86,93%",63.411,58.268,"8,11%",17.178,27/12/2021
28/12/2021,Fuerzas Armadas,48.138,0,58.300,103.800,2.000,212.238,184.557,"86,96%",95.301,91.287,"4,21%",32.989,27/12/2021
28/12/2021,Sanidad Exterior,0,0,5.980,0,4.640,10.620,10.608,"99,89%",7.776,7.343,"5,57%",147,27/12/2021
28/12/2021,Totales,59.085.843,1.374.000,15.041.710,9.048.320,2.140.525,86.690.398,85.808.023,"98,98%",39.567.127,37.858.971,"4,32%",13.031.375,
29/12/2021,Andalucía,10.486.800,264.000,2.419.500,1.537.200,333.500,15.041.000,15.159.602,"100,00%",7.151.112,6.840.041,"4,35%",1.951.623,28/12/2021
29/12/2021,Aragón,1.675.761,36.000,368.490,255.200,63.565,2.399.016,2.431.644,"100,00%",1.110.767,1.061.789*,"4,41%",391.696,28/12/2021
29/12/2021,Asturias,1.447.025,24.000,391.040,220.900,43.000,2.125.965,2.130.181,"100,00%",898.319,868.750*,"3,29%",436.920,28/12/2021
29/12/2021,Baleares,1.318.884,36.000,467.070,225.400,56.420,2.103.774,1.893.798,"90,02%",894.560,863.615,"3,46%",236.540,28/12/2021
29/12/2021,Canarias,2.503.770,54.000,624.700,455.800,133.650,3.771.920,3.742.726,"99,23%",1.748.354,1.661.825,"4,95%",510.018,28/12/2021
29/12/2021,Cantabria,844.305,18.000,127.900,125.200,22.200,1.137.605,1.126.407,"99,02%",503.681,482.597,"4,19%",185.082,28/12/2021
29/12/2021,Castilla y León,3.867.393,54.000,611.570,466.170,95.310,5.094.443,4.760.557,"93,45%",2.075.148,1.992.155,"4,00%",917.351,28/12/2021
29/12/2021,Castilla - La Mancha,2.531.745,60.000,751.270,382.100,93.735,3.818.850,3.687.881,"96,57%",1.690.781,1.578.318*,"6,65%",589.756,28/12/2021
29/12/2021,Cataluña,8.569.700,234.000,2.654.900,1.514.300,375.750,13.348.650,13.482.456,"100,00%",6.274.586,5.979.971,"4,70%",1.975.474,28/12/2021
29/12/2021,C. Valenciana,6.256.180,150.000,1.843.650,863.900,213.125,9.326.855,9.213.598,"98,79%",4.242.198,4.054.572*,"4,42%",1.381.877,28/12/2021
29/12/2021,Extremadura,1.464.233,30.000,231.770,182.600,41.245,1.949.848,2.073.392,"100,00%",930.077,890.022,"4,31%",344.721,28/12/2021
29/12/2021,Galicia,3.874.579,60.000,760.000,573.400,122.700,5.390.679,5.767.742,"100,00%",2.380.219,2.301.193*,"3,32%",1.303.894,28/12/2021
29/12/2021,La Rioja,421.265,12.000,91.600,53.240,15.200,593.305,589.243,"99,32%",269.204,258.004*,"4,16%",97.624,28/12/2021
29/12/2021,Madrid,8.228.535,204.000,2.120.800,1.222.100,321.450,12.096.885,11.735.451,"97,01%",5.535.930,5.298.888*,"4,28%",1.791.375,28/12/2021
29/12/2021,Murcia,1.687.865,48.000,498.000,253.010,68.300,2.555.175,2.637.821,"100,00%",1.247.495,1.187.609,"4,80%",335.770,28/12/2021
29/12/2021,Navarra,822.075,18.000,226.500,136.600,23.750,1.226.925,1.204.767,"98,19%",548.989,527.142*,"3,98%",198.910,28/12/2021
29/12/2021,País Vasco,2.842.920,60.000,742.900,444.200,101.300,4.191.320,4.141.870,"98,82%",1.886.078,1.800.706,"4,53%",696.561,28/12/2021
29/12/2021,Ceuta,97.920,6.000,22.270,18.100,3.935,148.225,133.866,"90,31%",65.789,61.122,"7,09%",15.114,28/12/2021
29/12/2021,Melilla,96.750,6.000,23.500,15.100,5.750,147.100,128.780,"87,55%",63.492,58.290,"8,19%",17.978,28/12/2021
29/12/2021,Fuerzas Armadas,48.138,0,58.300,103.800,2.000,212.238,185.010,"87,17%",95.301,91.287*,"4,21%",33.256,28/12/2021
29/12/2021,Sanidad Exterior,0,0,5.980,0,4.640,10.620,10.716,"100,00%",7.790,7.351,"5,64%",236,28/12/2021
29/12/2021,Totales,59.085.843,1.374.000,15.041.710,9.048.320,2.140.525,86.690.398,86.237.508,"99,48%",39.619.870,37.865.247,"4,43%",13.411.776,
30/12/2021,Andalucía,10.486.800,264.000,2.419.500,1.537.200,333.500,15.041.000,14.985.606,"99,63%",7.159.083,6.840.381,"4,45%",1.999.724,29/12/2021
30/12/2021,Aragón,1.675.761,36.000,368.490,255.200,63.565,2.399.016,2.347.194,"97,84%",1.112.271,1.061.789*,"4,54%",402.990,29/12/2021
30/12/2021,Asturias,1.447.025,24.000,391.040,220.900,43.000,2.125.965,2.058.396,"96,82%",899.034,868.750*,"3,37%",450.119,29/12/2021
30/12/2021,Baleares,1.318.884,36.000,467.070,225.400,56.420,2.103.774,1.837.833,"87,36%",897.043,864.235,"3,66%",241.848,29/12/2021
30/12/2021,Canarias,2.503.770,54.000,624.700,455.800,133.650,3.771.920,3.643.784,"96,60%",1.748.354,1.661.825,"4,95%",510.018,28/12/2021
30/12/2021,Cantabria,844.305,18.000,127.900,125.200,22.200,1.137.605,1.099.265,"96,63%",504.267,482.597*,"4,30%",190.168,29/12/2021
30/12/2021,Castilla y León,3.867.393,54.000,611.570,466.170,95.310,5.094.443,4.719.045,"92,63%",2.075.898,1.992.155*,"4,03%",934.093,29/12/2021
30/12/2021,Castilla - La Mancha,2.531.745,60.000,751.270,382.100,93.735,3.818.850,3.523.262,"92,26%",1.690.781,1.578.318*,"6,65%",589.757,28/12/2021
30/12/2021,Cataluña,8.569.700,234.000,2.654.900,1.514.300,375.750,13.348.650,12.778.823,"95,73%",6.287.830,5.982.727,"4,85%",2.029.659,29/12/2021
30/12/2021,C. Valenciana,6.256.180,150.000,1.843.650,863.900,213.125,9.326.855,8.939.840,"95,85%",4.242.977,4.054.572*,"4,44%",1.425.579,29/12/2021
30/12/2021,Extremadura,1.464.233,30.000,231.770,182.600,41.245,1.949.848,2.026.565,"100,00%",930.275,890.111,"4,32%",357.747,29/12/2021
30/12/2021,Galicia,3.874.579,60.000,760.000,573.400,122.700,5.390.679,5.502.429,"100,00%",2.380.226,2.301.193*,"3,32%",1.334.570,29/12/2021
30/12/2021,La Rioja,421.265,12.000,91.600,53.240,15.200,593.305,568.735,"95,86%",269.204,258.004*,"4,16%",97.624,28/12/2021
30/12/2021,Madrid,8.228.535,204.000,2.120.800,1.222.100,321.450,12.096.885,11.414.405,"94,36%",5.544.871,5.298.888*,"4,44%",1.846.837,29/12/2021
30/12/2021,Murcia,1.687.865,48.000,498.000,253.010,68.300,2.555.175,2.507.852,"98,15%",1.249.647,1.187.763,"4,95%",348.801,29/12/2021
